ID,CNTYFIPS,Ori,State,Agency,Agentype,Solved,Year,Month,Homicide,Situation,VicAge,VicSex,VicRace,VicEthnic,OffAge,OffSex,OffRace,OffEthnic,Weapon,Relationship,Circumstance,Subcircum,VicCount,OffCount,MSA
201612223AL04702,"Madison, AL",AL04702,Alabama,Madison,Municipal police,Yes,2016,December,Murder and non-negligent manslaughter,Single victim/single offender,18.0,Male,White,Unknown or not reported,19.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Huntsville, AL"
201212331AL00102,"Jefferson, AL",AL00102,Alabama,Birmingham,Municipal police,No,2012,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),26.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Birmingham-Hoover, AL"
201604009NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2016,April,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Male,Black,Not of Hispanic origin,35.0,Male,Black,Not of Hispanic origin,Knife or cutting instrument,Relationship not determined,Other arguments,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201312002TX22701,"Travis, TX",TX22701,Texas,Austin,Municipal police,Yes,2013,December,Murder and non-negligent manslaughter,Single victim/single offender,47.0,Female,White,Hispanic origin,40.0,Male,White,Hispanic origin,"Blunt object - hammer, club, etc",Wife,Other arguments,,0,0,"Austin-Round Rock, TX"
201710007OHCOP00,"Franklin, OH",OHCOP00,Ohio,Columbus,Municipal police,Yes,2017,October,Murder and non-negligent manslaughter,Single victim/single offender,25.0,Male,Black,Not of Hispanic origin,21.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Stranger,Circumstances undetermined,,0,0,"Columbus, OH"
201310875FL05203,"Pinellas, FL",FL05203,Florida,Clearwater,Municipal police,Yes,2013,October,Murder and non-negligent manslaughter,Single victim/single offender,51.0,Male,White,Unknown or not reported,43.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Relationship not determined,All other manslaughter by negligence,,0,0,"Tampa-St. Petersburg-Clearwater, FL"
201612003WIMPD00,"Milwaukee, WI",WIMPD00,Wisconsin,Milwaukee,Municipal police,Yes,2016,December,Murder and non-negligent manslaughter,Single victim/multiple offenders,55.0,Male,Black,Unknown or not reported,,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,1,"Milwaukee-Waukesha-West Allis, WI"
201905001OH01845,"Cuyahoga, OH",OH01845,Ohio,Richmond Heights,Municipal police,Yes,2019,May,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Female,Black,Not of Hispanic origin,26.0,Male,Black,Not of Hispanic origin,Strangulation - hanging,Wife,Other,,0,0,"Cleveland-Elyria-Mentor, OH"
201407009GAAPD00,"Fulton, GA",GAAPD00,Georgia,Atlanta,Municipal police,Yes,2014,July,Murder and non-negligent manslaughter,Single victim/single offender,60.0,Male,Black,Not of Hispanic origin,29.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,0,"Atlanta-Sandy Springs-Marietta, GA"
201809004OH04807,"Lucas, OH",OH04807,Ohio,Toledo,Municipal police,Yes,2018,September,Murder and non-negligent manslaughter,Single victim/single offender,77.0,Male,White,Unknown or not reported,47.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Other - known to victim,Other,,0,0,"Toledo, OH"
201811001MA01415,"Worcester, MA",MA01415,Massachusetts,Fitchburg,Municipal police,Yes,2018,November,Murder and non-negligent manslaughter,Single victim/single offender,34.0,Female,White,Hispanic origin,33.0,Female,Black,Unknown or not reported,Knife or cutting instrument,Homosexual relationship,Other arguments,,0,0,"Worcester, MA"
201712384AL00202,"Mobile, AL",AL00202,Alabama,Prichard,Municipal police,Yes,2017,December,Murder and non-negligent manslaughter,Single victim/single offender,39.0,Female,Black,Unknown or not reported,27.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Boyfriend,Circumstances undetermined,,0,0,"Mobile, AL"
201405003VA02901,"Fairfax, VA",VA02901,Virginia,Fairfax County Police Department,County police,Yes,2014,May,Murder and non-negligent manslaughter,Single victim/multiple offenders,17.0,Male,White,Unknown or not reported,18.0,Male,White,Unknown or not reported,Knife or cutting instrument,Other - known to victim,Gangland killings,,0,2,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
201105001NJ01330,"Monmouth, NJ",NJ01330,New Jersey,Aberdeen Township,Municipal police,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,26.0,Female,White,Unknown or not reported,31.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Wife,Lovers triangle,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201306001IN02907,"Hamilton, IN",IN02907,Indiana,Fishers,Municipal police,Yes,2013,June,Manslaughter by negligence,Single victim/multiple offenders,1.0,Male,White,Unknown or not reported,54.0,Male,White,Unknown or not reported,Asphyxiation - includes death by gas,Other - known to victim,All other manslaughter by negligence,,0,1,"Indianapolis, IN"
201409136FL05601,"St. Lucie, FL",FL05601,Florida,Fort Pierce,Municipal police,Yes,2014,September,Murder and non-negligent manslaughter,Single victim/multiple offenders,51.0,Female,White,Unknown or not reported,30.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,2,"Port St. Lucie-Fort Pierce, FL"
201601004AR06002,"Pulaski, AR",AR06002,Arkansas,Little Rock,Municipal police,Yes,2016,January,Murder and non-negligent manslaughter,Single victim/multiple offenders,27.0,Female,White,Unknown or not reported,11.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Robbery,,0,6,"Little Rock-North Little Rock, AR"
201903010NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2019,March,Murder and non-negligent manslaughter,Single victim/single offender,48.0,Male,White,Hispanic origin,33.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Narcotic drug laws,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201707664FL01306,"Miami-Dade, FL",FL01306,Florida,Miami,Municipal police,Yes,2017,July,Murder and non-negligent manslaughter,Single victim/single offender,38.0,Male,White,Unknown or not reported,28.0,Male,White,Unknown or not reported,Other or type unknown,Relationship not determined,Other,,0,0,"Miami-Fort Lauderdale, FL"
201707005INIPD00,"Marion, IN",INIPD00,Indiana,Indianapolis,Municipal police,No,2017,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),57.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Indianapolis, IN"
201301004CO00101,"Arapahoe, CO",CO00101,Colorado,Aurora,Municipal police,Yes,2013,January,Murder and non-negligent manslaughter,Single victim/single offender,35.0,Male,Asian,Unknown or not reported,43.0,Male,Asian,Unknown or not reported,"Personal weapons, includes beating",Acquaintance,Other arguments,,0,0,"Denver-Aurora, CO"
201503001WA02700,"Pierce, WA",WA02700,Washington,Pierce County,Sheriff,No,2015,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),20.0,Male,Unknown,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,0,"Seattle-Tacoma-Bellevue, WA"
201503019ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2015,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),23.0,Female,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Juvenile gang killings,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201410078FL05214,"Pinellas, FL",FL05214,Florida,St. Petersburg,Municipal police,Yes,2014,October,Murder and non-negligent manslaughter,Single victim/single offender,1.0,Male,White,Unknown or not reported,22.0,Female,White,Unknown or not reported,"Personal weapons, includes beating",Son,Other - not specified,,0,0,"Tampa-St. Petersburg-Clearwater, FL"
201310008CA01942,"Los Angeles, CA",CA01942,California,Los Angeles,Municipal police,No,2013,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),27.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,Rifle,Relationship not determined,Circumstances undetermined,,0,0,"Los Angeles-Long Beach, CA"
201307004CA02708,"Monterey, CA",CA02708,California,Salinas,Municipal police,No,2013,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),60.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Robbery,,0,0,"Salinas, CA"
201407001MN06209,"Ramsey, MN",MN06209,Minnesota,St. Paul,Municipal police,Yes,2014,July,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Female,Black,Not of Hispanic origin,32.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Other arguments,,0,0,"Minneapolis-St. Paul-Bloomington, MN-WI"
201305002PA00213,"Allegheny, PA",PA00213,Pennsylvania,Mckeesport,Municipal police,No,2013,May,Murder and non-negligent manslaughter,Single victim/unknown offender(s),26.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Pittsburgh, PA"
201803001NDNHP00,"Burleigh, ND",NDNHP00,North Dakota,Nd Highway Patrol,Primary state LE,Yes,2018,March,Manslaughter by negligence,Single victim/single offender,77.0,Male,White,Not of Hispanic origin,60.0,Male,American Indian or Alaskan Native,Unknown or not reported,Other or type unknown,Stranger,All other manslaughter by negligence,,0,0,"Bismarck, ND"
201002002AZ00713,"Maricopa, AZ",AZ00713,Arizona,Glendale,Municipal police,Yes,2010,February,Murder and non-negligent manslaughter,Single victim/single offender,16.0,Male,White,Hispanic origin,21.0,Male,White,Not of Hispanic origin,Rifle,Stranger,Felon killed by police,Felon killed in commission of a crime,0,0,"Phoenix-Mesa-Scottsdale, AZ"
201405009NB02802,"Douglas, NE",NB02802,Nebraska,Omaha,Municipal police,Yes,2014,May,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Female,White,Unknown or not reported,33.0,Male,White,Unknown or not reported,Fire,Girlfriend,Circumstances undetermined,,0,0,"Omaha-Council Bluffs, NE-IA"
201301008MOKPD00,"Jackson, MO",MOKPD00,Missouri,Kansas City,Municipal police,Yes,2013,January,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,27.0,Male,Black,Unknown or not reported,19.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,1,2,"Kansas City, MO-KS"
201109001CA02900,"Nevada, CA",CA02900,California,Nevada County,Sheriff,Yes,2011,September,Murder and non-negligent manslaughter,Single victim/single offender,16.0,Male,White,Not of Hispanic origin,53.0,Male,White,Not of Hispanic origin,Other or type unknown,Stranger,Other arguments,,0,0,Rural California
201805120AL05302,"Perry, AL",AL05302,Alabama,Uniontown,Municipal police,No,2018,May,Murder and non-negligent manslaughter,Single victim/single offender,23.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Personal weapons, includes beating",Relationship not determined,Other - not specified,,0,0,Rural Alabama
201411001IN02907,"Hamilton, IN",IN02907,Indiana,Fishers,Municipal police,Yes,2014,November,Murder and non-negligent manslaughter,Single victim/single offender,73.0,Male,Asian,Not of Hispanic origin,17.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Other,,0,0,"Indianapolis, IN"
201806009MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,Yes,2018,June,Murder and non-negligent manslaughter,Single victim/single offender,28.0,Male,Black,Unknown or not reported,31.0,Female,Black,Unknown or not reported,Knife or cutting instrument,Boyfriend,Other arguments,,0,0,"Detroit-Warren-Livonia, MI"
201310832FL05008,"Palm Beach, FL",FL05008,Florida,West Palm Beach,Municipal police,No,2013,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),29.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,0,"Miami-Fort Lauderdale, FL"
201608030ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2016,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),22.0,Female,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201205227FL01701,"Escambia, FL",FL01701,Florida,Pensacola,Municipal police,No,2012,May,Murder and non-negligent manslaughter,Single victim/single offender,27.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Narcotic drug laws,,0,0,"Pensacola-Ferry Pass-Brent, FL"
201609040ILCPD00,"Cook, IL",ILCPD00,Illinois,Chicago,Municipal police,No,2016,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),29.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Robbery,,0,0,"Chicago-Naperville-Joliet, IL-IN-WI"
201907004NV00201,"Clark, NV",NV00201,Nevada,Las Vegas Metro Police Department,Municipal police,No,2019,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),28.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Other arguments,,0,0,"Las Vegas-Paradise, NV"
201901002TN05701,"Madison, TN",TN05701,Tennessee,Jackson,Municipal police,Yes,2019,January,Murder and non-negligent manslaughter,Single victim/single offender,38.0,Male,Black,Not of Hispanic origin,21.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Jackson, TN"
201408001MI61604,"Muskegon, MI",MI61604,Michigan,Muskegon Heights,Municipal police,Yes,2014,August,Murder and non-negligent manslaughter,Single victim/single offender,17.0,Male,Black,Unknown or not reported,18.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Muskegon-Norton Shores, MI"
201104001MN02703,"Hennepin, MN",MN02703,Minnesota,Brooklyn Park,Municipal police,Yes,2011,April,Murder and non-negligent manslaughter,Multiple victims/single offender,20.0,Female,White,Unknown or not reported,23.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Girlfriend,Other,,1,0,"Minneapolis-St. Paul-Bloomington, MN-WI"
201809004IL07207,"Peoria, IL",IL07207,Illinois,Peoria,Municipal police,No,2018,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),25.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Peoria, IL"
201912001NB07701,"Sarpy, NE",NB07701,Nebraska,Bellevue,Municipal police,Yes,2019,December,Murder and non-negligent manslaughter,Single victim/multiple offenders,19.0,Male,White,Hispanic origin,22.0,Male,White,Unknown or not reported,"Firearm, type not stated",Acquaintance,Larceny,,0,2,"Omaha-Council Bluffs, NE-IA"
201510010NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2015,October,Murder and non-negligent manslaughter,Single victim/single offender,25.0,Male,White,Hispanic origin,47.0,Male,White,Hispanic origin,Other or type unknown,Friend,Other arguments,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201408016MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,Yes,2014,August,Murder and non-negligent manslaughter,Single victim/single offender,28.0,Female,Black,Unknown or not reported,25.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Other,,0,0,"Detroit-Warren-Livonia, MI"
201706001IN07101,"St. Joseph, IN",IN07101,Indiana,Mishawaka,Municipal police,No,2017,June,Murder and non-negligent manslaughter,Single victim/unknown offender(s),27.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Other - known to victim,Other,,0,0,"South Bend-Mishawaka, IN-MI"
201409001TN01901,"Davidson, TN",TN01901,Tennessee,Nashville,Municipal police,Yes,2014,September,Murder and non-negligent manslaughter,Single victim/multiple offenders,18.0,Male,Black,Unknown or not reported,18.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Friend,Other arguments,,0,1,"Nashville-Davidson-Murfreesboro, TN"
201510024CA01942,"Los Angeles, CA",CA01942,California,Los Angeles,Municipal police,Yes,2015,October,Murder and non-negligent manslaughter,Single victim/single offender,73.0,Male,Asian,Not of Hispanic origin,48.0,Male,White,Hispanic origin,"Blunt object - hammer, club, etc",Neighbor,Argument over money or property,,0,0,"Los Angeles-Long Beach, CA"
201807005CODPD00,"Denver, CO",CODPD00,Colorado,Denver,Municipal police,Yes,2018,July,Murder and non-negligent manslaughter,Single victim/single offender,26.0,Male,Black,Not of Hispanic origin,21.0,Female,Black,Not of Hispanic origin,Knife or cutting instrument,Boyfriend,Other arguments,,0,0,"Denver-Aurora, CO"
201711008TXHPD00,"Harris, TX",TXHPD00,Texas,Houston,Municipal police,No,2017,November,Murder and non-negligent manslaughter,Single victim/unknown offender(s),67.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Other,,0,0,"Houston-Sugar Land-Baytown, TX"
201610015NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2016,October,Murder and non-negligent manslaughter,Single victim/single offender,36.0,Male,Black,Not of Hispanic origin,24.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Friend,Other arguments,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201704001TN03201,"Hamblen, TN",TN03201,Tennessee,Morristown,Municipal police,Yes,2017,April,Murder and non-negligent manslaughter,Single victim/single offender,45.0,Male,White,Not of Hispanic origin,45.0,Male,White,Not of Hispanic origin,"Narcotics or drugs, sleeping pills",Acquaintance,Other,,0,0,"Morristown, TN"
201007001CA03604,"San Bernardino, CA",CA03604,California,Fontana,Municipal police,Yes,2010,July,Murder and non-negligent manslaughter,Single victim/single offender,18.0,Female,White,Not of Hispanic origin,25.0,Male,Black,Not of Hispanic origin,"Firearm, type not stated",Stranger,Other arguments,,0,0,"Riverside-San Bernardino, CA"
201505001GA11400,"Pike, GA",GA11400,Georgia,Pike County,Sheriff,Yes,2015,May,Manslaughter by negligence,Single victim/single offender,68.0,Male,Black,Not of Hispanic origin,49.0,Male,White,Not of Hispanic origin,Other or type unknown,Stranger,All other manslaughter by negligence,,0,0,"Atlanta-Sandy Springs-Marietta, GA"
201711013TXDPD00,"Dallas, TX",TXDPD00,Texas,Dallas,Municipal police,Yes,2017,November,Murder and non-negligent manslaughter,Single victim/single offender,18.0,Male,Black,Not of Hispanic origin,27.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Dallas-Fort Worth-Arlington, TX"
201104001GA13000,"Talbot, GA",GA13000,Georgia,Talbot County,Sheriff,Yes,2011,April,Murder and non-negligent manslaughter,Single victim/single offender,53.0,Male,Black,Unknown or not reported,57.0,Male,Black,Unknown or not reported,Knife or cutting instrument,Brother,Other arguments,,0,0,Rural Georgia
201909003NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2019,September,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Male,Black,Unknown or not reported,34.0,Male,Black,Unknown or not reported,Knife or cutting instrument,Stranger,Other arguments,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201102003NY03030,"New York, NY",NY03030,New York,New York,Municipal police,No,2011,February,Murder and non-negligent manslaughter,Single victim/unknown offender(s),25.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201409001GA13700,"Tift, GA",GA13700,Georgia,Tift County,Sheriff,No,2014,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),1.0,Female,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Blunt object - hammer, club, etc",Relationship not determined,Other,,0,0,Rural Georgia
201708002CA03612,"San Bernardino, CA",CA03612,California,Victorville,Municipal police,Yes,2017,August,Murder and non-negligent manslaughter,Single victim/multiple offenders,12.0,Female,Black,Not of Hispanic origin,26.0,Male,Black,Not of Hispanic origin,Shotgun,Stranger,Juvenile gang killings,,0,2,"Riverside-San Bernardino, CA"
201108003OH04807,"Lucas, OH",OH04807,Ohio,Toledo,Municipal police,No,2011,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),23.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Toledo, OH"
201211001CA01005,"Fresno, CA",CA01005,California,Fresno,Municipal police,Yes,2012,November,Murder and non-negligent manslaughter,Multiple victims/single offender,32.0,Male,White,Hispanic origin,42.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Other - known to victim,Circumstances undetermined,,1,0,"Fresno, CA"
201006001TX05718,"Dallas, TX",TX05718,Texas,Mesquite,Municipal police,Yes,2010,June,Murder and non-negligent manslaughter,Single victim/single offender,28.0,Male,Black,Not of Hispanic origin,35.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Robbery,,0,0,"Dallas-Fort Worth-Arlington, TX"
201808004MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,No,2018,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),24.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Detroit-Warren-Livonia, MI"
201007001KS08703,"Sedgwick, KS",KS08703,Kansas,Wichita,Municipal police,Yes,2010,July,Murder and non-negligent manslaughter,Single victim/single offender,35.0,Male,Black,Unknown or not reported,41.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Circumstances undetermined,,0,0,"Wichita, KS"
201505008NJNPD00,"Essex, NJ",NJNPD00,New Jersey,Newark County,Municipal police,No,2015,May,Murder and non-negligent manslaughter,Single victim/unknown offender(s),26.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Circumstances undetermined,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201609008OHCLP00,"Cuyahoga, OH",OHCLP00,Ohio,Cleveland,Municipal police,No,2016,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),22.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Cleveland-Elyria-Mentor, OH"
201412002LA05500,"Terrebonne, LA",LA05500,Louisiana,Terrebonne County,Sheriff,Yes,2014,December,Murder and non-negligent manslaughter,Single victim/multiple offenders,23.0,Male,Black,Unknown or not reported,18.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Felon killed by private citizen,Felon attacked police officer,0,2,"Houma-Bayou Cane-Thibodaux, LA"
201902001VA12900,"Waynesboro, VA",VA12900,Virginia,Waynesboro,Municipal police,Yes,2019,February,Murder and non-negligent manslaughter,Single victim/single offender,41.0,Female,White,Not of Hispanic origin,52.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Girlfriend,Other arguments,,0,0,Rural Virginia
201110001MI63389,"Oakland, MI",MI63389,Michigan,Farmington Hills,Municipal police,Yes,2011,October,Murder and non-negligent manslaughter,Single victim/single offender,1.0,Male,White,Unknown or not reported,34.0,Male,White,Unknown or not reported,Shotgun,Son,Circumstances undetermined,,0,0,"Detroit-Warren-Livonia, MI"
201012001MO04806,"Jackson, MO",MO04806,Missouri,Independence,Municipal police,Yes,2010,December,Murder and non-negligent manslaughter,Single victim/single offender,53.0,Male,White,Not of Hispanic origin,42.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Other - known to victim,Other sex offense,,0,0,"Kansas City, MO-KS"
201111873FL01307,"Miami-Dade, FL",FL01307,Florida,Miami Beach,Municipal police,Yes,2011,November,Murder and non-negligent manslaughter,Single victim/single offender,39.0,Female,White,Unknown or not reported,40.0,Male,White,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Argument over money or property,,0,0,"Miami-Fort Lauderdale, FL"
201611020NY03030,"New York, NY",NY03030,New York,New York,Municipal police,No,2016,November,Murder and non-negligent manslaughter,Single victim/unknown offender(s),22.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other arguments,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201908001IN08201,"Vanderburgh, IN",IN08201,Indiana,Evansville,Municipal police,Yes,2019,August,Murder and non-negligent manslaughter,Multiple victims/single offender,43.0,Male,Black,Not of Hispanic origin,46.0,Male,Black,Unknown or not reported,Other or type unknown,Wife,Other - not specified,,1,0,"Evansville, IN-KY"
201109001AZ01113,"Pinal, AZ",AZ01113,Arizona,Apache Junction,Municipal police,Yes,2011,September,Murder and non-negligent manslaughter,Single victim/multiple offenders,24.0,Male,White,Unknown or not reported,35.0,Male,White,Unknown or not reported,"Firearm, type not stated",Acquaintance,Other arguments,,0,3,"Phoenix-Mesa-Scottsdale, AZ"
201210001NC07900,"Rockingham, NC",NC07900,North Carolina,Rockingham County,Sheriff,Yes,2012,October,Murder and non-negligent manslaughter,Single victim/multiple offenders,23.0,Male,White,Unknown or not reported,23.0,Male,White,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other,,0,1,"Greensboro-High Point, NC"
201809002OH07701,"Summit, OH",OH07701,Ohio,Akron,Municipal police,Yes,2018,September,Murder and non-negligent manslaughter,Single victim/single offender,53.0,Male,White,Unknown or not reported,52.0,Male,White,Unknown or not reported,"Blunt object - hammer, club, etc",Boyfriend,Other - not specified,,0,0,"Akron, OH"
201308002MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,No,2013,August,Murder and non-negligent manslaughter,Single victim/unknown offender(s),21.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Baltimore-Towson, MD"
201705371FL01602,"Duval, FL",FL01602,Florida,Jacksonville,Municipal police,No,2017,May,Murder and non-negligent manslaughter,Single victim/single offender,29.0,Male,Black,Unknown or not reported,0.0,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,0,"Jacksonville, FL"
201108001CA03616,"San Bernardino, CA",CA03616,California,Rancho Cucamonga,Municipal police,Yes,2011,August,Murder and non-negligent manslaughter,Single victim/single offender,0.0,Male,Black,Not of Hispanic origin,26.0,Male,Black,Not of Hispanic origin,"Personal weapons, includes beating",Acquaintance,Child killed by babysitter,,0,0,"Riverside-San Bernardino, CA"
201801002CA01941,"Los Angeles, CA",CA01941,California,Long Beach,Municipal police,Yes,2018,January,Murder and non-negligent manslaughter,Single victim/multiple offenders,35.0,Male,Asian,Not of Hispanic origin,23.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked a civilian,0,1,"Los Angeles-Long Beach, CA"
201804001CA03702,"San Diego, CA",CA03702,California,Chula Vista,Municipal police,Yes,2018,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,59.0,Male,White,Hispanic origin,39.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Other - not specified,,0,2,"San Diego-Carlsbad-San Marcos, CA"
